ARTICLE_ID,SECTION_TEXT
4,alabama history and culture adventure tourism experiential travel guides accessed march 31 2017
5,homer iliad homer odyssey xi 467540 pseudoapollodorus bibliotheca iii xiii 58 apollodorus epitome iii 14v 7 ovid metamorphoses xi 217265 xii 580xiii 398 ovid heroides iii apollonius rhodius argonautica iv 783879 dante alighieri the divine comedy inferno v
5,briseis and achilles engraving by wenceslaus hollar 16071677 the wrath of achilles c 16301635 painting by peter paul rubens the death of hector unfinished oil painting by peter paul rubens james barry yale center for british art the wrath of achilles by françoisléon benouville 1847 musée fabre the education of achilles by eugène delacroix pastel on paper c 1862 getty center los angeles literature achilles appears in dantes inferno composed 13081320 he is seen in hells second circle of lust achilles is portrayed as a former hero who has become lazy and devoted to the love of patroclus in william shakespeares troilus and cressida 1602 the french dramatist thomas corneille wrote a tragedy la mort dachille 1673 achilles is the subject of the poem achilleis 1799 a fragment by johann wolfgang von goethe achilles is mentioned in tennysons poem ulysses published in 1842 we shall touch the happy isles and meet there the great achilles whom we knew in 1899 the polish playwright painter and poet stanisław wyspiański published a national drama based on polish history named achilles in 1921 edward shanks published the island of youth and other poems concerned among others with achilles the 1983 novel kassandra by christa wolf also treats the death of achilles achilles akhilles is killed by a poisoned kentaur arrow shot by kassandra in marion zimmer bradleys novel the firebrand 1987 achilles is one of various narrators in colleen mcculloughs novel the song of troy 1998 the death of achilles смерть ахиллеса 1998 is an historical detective novel by russian writer boris akunin that alludes to various figures and motifs from the iliad the character achilles in enders shadow 1999 by orson scott card shares his namesakes cunning mind and ruthless attitude achilles is one of the main characters in dan simmonss novels ilium 2003 and olympos 2005 achilles is a major supporting character in david gemmells troy series of books 20052007 achilles is the main character in david maloufs novel ransom 2009 the ghost of achilles appears in rick riordans the last olympian 2009 he warns percy jackson about the curse of achilles and its side effects achilles is a main character in terence hawkins 2009 novel the rage of achilles achilles is a major character in madeline millers debut novel the song of achilles 2011 which won the 2012 orange prize for fiction the novel explores the relationship between patroclus and achilles from boyhood to the fateful events of the iliad achilles appears in the light novel series fateapocrypha 20122014 as the rider of red visual arts achilles with the daughters of lycomedes is a subject treated in paintings by anthony van dyck before 1618 museo del prado madrid and nicolas poussin c 1652 museum of fine arts boston among others peter paul rubens has authored a series of works on the life of achilles comprising the titles thetis dipping the infant achilles into the river styx achilles educated by the centaur chiron achilles recognized among the daughters of lycomedes the wrath of achilles the death of hector thetis receiving the arms of achilles from vulcanus the death of achilles museum boijmans van beuningen rotterdam and briseis restored to achilles detroit institute of arts all c 16301635 dying achilles is a sculpture created by christophe veyrier c 1683 victoria and albert museum london the rage of achilles is a fresco by giovanni battista tiepolo 1757 villa valmarana ai nani vicenza eugène delacroix painted a version of the education of achilles for the ceiling of the paris palais bourbon 18331847 one of the seats of the french parliament arthur kaan created a statue group achilles and penthesilea 1895 vienna achilleus 1908 is a lithography by max slevogt music achilles has been frequently the subject of operas ballets and related genres operas titled deidamia were composed by francesco cavalli 1644 and george frideric handel 1739 achille et polyxène paris 1687 is an opera begun by jeanbaptiste lully and finished by pascal collasse achille e deidamia naples 1698 is an opera composed by alessandro scarlatti achilles london 1733 is a ballad opera written by john gay parodied by thomas arne as achilles in petticoats in 1773 achille in sciro is a libretto by metastasio composed by domenico sarro for the inauguration of the teatro di san carlo naples 4 november 1737 an even earlier composition is from antonio caldara vienna 1736 later operas on the same libretto were composed by leonardo leo turin 1739 niccolò jommelli vienna 1749 and rome 1772 giuseppe sarti copenhagen 1759 and florence 1779 johann adolph hasse naples 1759 giovanni paisiello st petersburg 1772 giuseppe gazzaniga palermo 1781 and many others it has also been set to music as il trionfo della gloria achille vienna 1801 is an opera by ferdinando paër on a libretto by giovanni de gamerra achille à scyros paris 1804 is a ballet by pierre gardel composed by luigi cherubini achilles oder das zerstörte troja achilles or troy destroyed bonn 1885 is an oratorio by the german composer max bruch achilles auf skyros stuttgart 1926 is a ballet by the austrianbritish composer and musicologist egon wellesz achilles wrath is a concert piece by sean oloughlin architecture in 1890 elisabeth of bavaria empress of austria had a summer palace built in corfu the building is named the achilleion after achilles its paintings and statuary depict scenes from the trojan war with particular focus on achilles
5,trojan war resources gallery of the ancient art achilles poem by florence earle coates
5,achilles and the nereid cymothoe attic redfigure kantharos from volci cabinet des médailles bibliothèque nationale paris kremaste phthia reverse thetis wearing and holding the shield of achilles with his ax monogram in greek mythology achilles was a greek hero of the trojan war and the central character and greatest warrior of homers iliad his mother was the immortal nymph thetis and his father the mortal peleus was the king of the myrmidons achilles most notable feat during the trojan war was the slaying of the trojan hero hector outside the gates of troy although the death of achilles is not presented in the iliad other sources concur that he was killed near the end of the trojan war by paris who shot him in the heel with an arrow later legends beginning with a poem by statius in the 1st century ad state that achilles was invulnerable in all of his body except for his heel alluding to these legends the term achilles heel has come to mean a point of weakness especially in someone or something with an otherwise strong constitution
5,ileana chirassi colombo 1977 heroes achilleus theos apollon in il mito greco edd bruno gentili and giuseppe paione rome edizione dellateneo e bizzarri anthony edwards 1985a achilles in the underworld iliad odyssey and æthiopis greek roman and byzantine studies 26 pp 215227 anthony edwards 1985b achilles in the odyssey ideologies of heroism in the homeric epic beiträge zur klassischen philologie 171 anthony edwards 1988 kleos aphthiton and oral theory classical quarterly 38 pp 2530 hélène monsacré 1984 les larmes dachille le héros la femme et la souffrance dans la poésie dhomère paris albin michel gregory nagy 1984 the name of achilles questions of etymology and folk etymology illinois classical studies 19 gregory nagy 1999 the best of the acheans concepts of the hero in archaic greek poetry johns hopkins university press revised edition online dale s sinos 1991 the entry of achilles into greek epic ph d thesis johns hopkins university ann arbor michigan university microfilms international jonathan s burgess 2009 the death and afterlife of achilles baltimore johns hopkins university press
5,film tv and web series the role of achilles has been played in film by piero lulli in the italianamerican film ulysses 1954 stanley baker in helen of troy 1956 riley ottenhof in something about zeus 1958 arturo dominici in la guerra di troia 1962 gordon mitchell in the fury of achilles 1962 steve davislim in la belle hélène tv 1996 richard trewett in the miniseries the odyssey tv 1997 joe montana in helen of troy tv 2003 brad pitt in troy 2004 david gyasi in troy fall of a city tv 2018 in the star trek universe the achilles class is an advanced type of federation battleship brought into service at the outbreak of the dominion war though not seen in any of the canonical star trek tv series 1966 to present in disneys hercules film 1997 achilles was mentioned to have been a student of philoctetes and a reference to his heel being his weakness was made later in the film some people of thebes mock philoctetes for his training of achilles achilles appears in the 1998 tv series hercules in the episode achilles and the living legend voiced by dom irrera he is shown as a washedout hasbeen ever since he was defeated in the web series rwby 2013 to present the character pyrrha nikos alludes to achilles like him she is a very skilled warrior wielding a javelin called miló which can also turn into a rifle and a xiphos and a shield called akoúo her name and gender is a reference to when achilles was disguised as a girl named pyrrha in skyros in the finale of volume 3 when she is killed by the villain cinder fall pyrrha is crippled with an arrow at the right heel and turned into ashes alluding to achilles death and cremation popular music achilles is referred to in bob dylans song temporary like achilles 1966 achilles last stand is a song by led zeppelin presence 1976 achilles agony ecstasy in eight parts is a song by manowar included on their 1992 album the triumph of steel achilles revenge is a song by warlord from their 2002 album rising out of the ashes achilles is a hardcore band founded in 2004 cry of achilles is the lead track off of alter bridges fourth album fortress 2013 achilles is mentioned in something just like this 2017 by the chainsmokers and coldplay video games the 2005 video game spartan total warrior features two campaign missions located in the fictional buried city of troy with the story arc for this segment of the game culminating in the discovery of the tomb of achilles and the acquisition of the spear of achilles achilles armour and valour are included in the video games titan quest and titan quest immortal throne 2007 achilles is a central and playable character in koeis warriors legends of troy 2011 he is later a special guest character in warriors orochi 3 achilles armour appears as downloadable content in the 2013 video game god of war ascension in the video game halo 5 guardians 2015 the achilles armour and helmet are the most challenging cosmetic items to obtain the description for the armour only spartans who have mastered themselves bound their wrath and passion within a shell of hyperdense steel fueled by starfire are granted access to the achilles lesser warriors will lose themselves in a storm of blood
5,linear b tablets attest to the personal name achilleus in the forms akireu and akirewe the latter being the dative of the former the name grew more popular even becoming common soon after the seventh century bc and was also turned into the female form ἀχιλλεία achilleía attested in attica in the fourth century bc ig ii² 1617 and in the form achillia on a stele in halicarnassus as the name of a female gladiator fighting an amazon achilles name can be analyzed as a combination of distress pain sorrow grief and people soldiers nation resulting in a protoform akhílāuos he who has the people distressed or he whose people have distress the grief or distress of the people is a theme raised numerous times in the iliad and frequently by achilles himself achilles role as the hero of grief or distress forms an ironic juxtaposition with the conventional view of him as the hero of glory usually in war furthermore laós has been construed by gregory nagy following leonard palmer to mean a corps of soldiers a muster with this derivation the name obtains a double meaning in the poem when the hero is functioning rightly his men bring distress to the enemy but when wrongly his men get the grief of war the poem is in part about the misdirection of anger on the part of leadership another etymology relates the name to a protoindoeuropean compound h₂eḱpṓds sharp foot which first gave an illyrian ākpediós evolving through time into ākhpdeós and then akhiddeús the shift from dd to ll is then ascribed to the passing of the name into greek via a pregreek source the first root part h₂eḱ sharp pointed also gave greek ἀκή akḗ point silence healing ἀκμή akmḗ point edge zenith and ὀξύς oxús sharp pointed keen quick clever whereas ἄχος stems from the root h₂egʰ to be upset afraid the whole expression would be comparable to the latin acupedius swift of foot compare also the latin word family of aciēs sharp edge or point battle line battle engagement acus needle pin bodkin and acuō to make pointed sharpen whet to exercise to arouse whence acute some topical epitheta of achilles in the iliad point to this swiftfootedness namely ποδάρκης δῖος ἀχιλλεὺς podárkēs dĩos achilleús swiftfooted divine achilles or even more frequently πόδας ὠκὺς ἀχιλλεύς pódas ōkús achilleús quickfooted achilles some researchers deem the name a loan word possibly from a pregreek language achilles descent from the nereid thetis and a similarity of his name with those of river deities such as acheron and achelous have led to speculations about him being an old water divinity see below worship robert s p beekes has suggested a pregreek origin of the name based among other things on the coexistence of λλ and λ in epic language which may account for a palatalized phoneme ly in the original language
5,nan
5,the tomb of achilles extant throughout antiquity in troad was venerated by thessalians but also by persian expeditionary forces as well as by alexander the great and the roman emperor caracalla achilles cult was also to be found at other places e g on the island of astypalaea in the sporades in sparta which had a sanctuary in elis and in achills homeland thessaly as well as in the magna graecia cities of tarentum locri and croton accounting for an almost panhellenic cult to the hero the spread and intensity of the heros veneration among the greeks that had settled on the northern coast of the pontus euxinus todays black sea appears to have been remarkable an archaic cult is attested for the milesian colony of olbia as well as for an island in the middle of the black sea today identified with snake island ukrainian зміїний zmiinyi near kiliya ukraine early dedicatory inscriptions from the greek colonies on the black sea graffiti and inscribed clay disks these possibly being votive offerings from olbia the area of berezan island and the tauric chersonese attest the existence of a heroic cult of achilles from the sixth century bc onwards the cult was still thriving in the third century ad when dedicatory stelae from olbia refer to an achilles pontárchēs ποντάρχης roughly lord of the sea or of the pontus euxinus who was invoked as a protector of the city of olbia venerated on par with olympian gods such as the local apollo prostates hermes agoraeus or poseidon pliny the elder 2379 ad in his natural history mentions a port of the achæi and an island of achilles famous for the tomb of that man portus achaeorum insula achillis tumulo eius viri clara situated somewhat nearby olbia and the dnieperbug estuary furthermore at 125 roman miles from this island he places a peninsula which stretches forth in the shape of a sword obliquely called dromos achilleos ἀχιλλέως δρόμος achilléōs drómos the racecourse of achilles and considered the place of the heros exercise or of games instituted by him this last feature of plinys account is considered to be the iconic spit called today tendra or kosa tendra and kosa djarilgatch situated between the mouth of the dnieper and karkinit bay but which is hardly 125 roman miles c 185 km away from the dnieperbug estuary as pliny states to the racecourse he gives a length of 80 miles c 120 km whereas the spit measures c 70 km today thetis and the nereids mourning achilles corinthian blackfigure hydria c 555 bc louvre paris roman statue of a man with the dead body of a boy identified as achilles and troilus 2nd century ad naples national archaeological museum in the following chapter of his book pliny refers to the same island as achillea and introduces two further names for it leuce or macaron from greek νῆσος μακαρῶν island of the blest the present day measures he gives at this point seem to account for an identification of achillea or leuce with todays snake island plinys contemporary pomponius mela c 43 ad tells that achilles was buried on an island named achillea situated between the borysthenes and the ister adding to the geographical confusion ruins of a square temple measuring 30 meters to a side possibly that dedicated to achilles were discovered by captain kritzikly in 1823 on snake island a second exploration in 1840 showed that the construction of a lighthouse had destroyed all traces of this temple a fifth century bc blackglazed lekythos inscription found on the island in 1840 reads glaukos son of poseidon dedicated me to achilles lord of leuke in another inscription from the fifth or fourth century bc a statue is dedicated to achilles lord of leuke by a citizen of olbia while in a further dedication the city of olbia confirms its continuous maintenance of the islands cult again suggesting its quality as a place of a supraregional hero veneration the heroic cult dedicated to achilles on leuce seems to go back to an account from the lost epic aethiopis according to which after his untimely death thetis had snatched her son from the funeral pyre and removed him to a mythical λεύκη νῆσος leúkē nêsos white island already in the fifth century bc pindar had mentioned a cult of achilles on a bright island φαεννά νᾶσος phaenná nâsos of the black sea while in another of his works pindar would retell the story of the immortalized achilles living on a geographically indefinite island of the blest together with other heroes such as his father peleus and cadmus well known is the connection of these mythological fortunate isles μακαρῶν νῆσοι makárôn nêsoi or the homeric elysium with the stream oceanus which according to greek mythology surrounds the inhabited world which should have accounted for the identification of the northern strands of the euxine with it guy hedreen has found further evidence for this connection of achilles with the northern margin of the inhabited world in a poem by alcaeus speaking of achilles lord of scythia and the opposition of north and south as evoked by achilles fight against the aethiopian prince memnon who in his turn would be removed to his homeland by his mother eos after his death the periplus of the euxine sea c 130 ad gives the following details the greek geographer dionysius periegetes who lived probably during the first century ad wrote that the island was called leuce because the wild animals which live there are white it is said that there in leuce island reside the souls of achilles and other heroes and that they wander through the uninhabited valleys of this island this is how jove rewarded the men who had distinguished themselves through their virtues because through virtue they had acquired everlasting honour similarly others relate the islands name to its white cliffs snakes or birds dwelling there pausanias has been told that the island is covered with forests and full of animals some wild some tame in this island there is also achilles temple and his statue leuce had also a reputation as a place of healing pausanias reports that the delphic pythia sent a lord of croton to be cured of a chest wound ammianus marcellinus attributes the healing to waters aquae on the island a number of important commercial port cities of the greek waters were dedicated to achilles herodotus pliny the elder and strabo reported on the existence of a town achílleion ἀχίλλειον built by settlers from mytilene in the sixth century bc close to the heros presumed burial mound in the troad later attestations point to an achílleion in messenia according to stephanus byzantinus and an achílleios ἀχίλλειος in laconia nicolae densuşianu recognized a connection to achilles in the names of aquileia and of the northern arm of the danube delta called chilia presumably from an older achileii though his conclusion that leuce had sovereign rights over the black sea evokes modern rather than archaic sealaw the kings of epirus claimed to be descended from achilles through his son neoptolemus alexander the great son of the epirote princess olympias could therefore also claim this descent and in many ways strove to be like his great ancestor he is said to have visited the tomb of achilles at achilleion while passing troy in ad 216 the roman emperor caracalla while on his way to war against parthia emulated alexander by holding games around achilles tumulus
5,according to the iliad achilles arrived at troy with 50 ships each carrying 50 myrmidons he appointed five leaders each leader commanding 500 myrmidons menesthius eudorus peisander phoenix and alcimedon achilles and agamemnon by gottlieb schick 1801 telephus when the greeks left for the trojan war they accidentally stopped in mysia ruled by king telephus in the resulting battle achilles gave telephus a wound that would not heal telephus consulted an oracle who stated that he that wounded shall heal guided by the oracle he arrived at argos where achilles healed him in order that he might become their guide for the voyage to troy according to other reports in euripides lost play about telephus he went to aulis pretending to be a beggar and asked achilles to heal his wound achilles refused claiming to have no medical knowledge alternatively telephus held orestes for ransom the ransom being achilles aid in healing the wound odysseus reasoned that the spear had inflicted the wound therefore the spear must be able to heal it pieces of the spear were scraped off onto the wound and telephus was healed troilus achilles slaying troilus redfigure kylix signed by euphronios according to the cypria the part of the epic cycle that tells the events of the trojan war before achilles wrath when the achaeans desired to return home they were restrained by achilles who afterwards attacked the cattle of aeneas sacked neighbouring cities like pedasus and lyrnessus where the greeks capture the queen briseis and killed tenes a son of apollo as well as priams son troilus in the sanctuary of apollo thymbraios however the romance between troilus and chryseis described in geoffrey chaucers troilus and criseyde and in william shakespeares troilus and cressida is a medieval invention in dares phrygius account of the destruction of troy the latin summary through which the story of achilles was transmitted to medieval europe as well as in older accounts troilus was a young trojan prince the youngest of king priams and hecubas five legitimate sons or according other sources another son of apollo despite his youth he was one of the main trojan war leaders a horse fighter or chariot fighter according to homer prophecies linked troilus fate to that of troy and so he was ambushed in an attempt to capture him yet achilles struck by the beauty of both troilus and his sister polyxena and overcome with lust directed his sexual attentions on the youth who refusing to yield instead found himself decapitated upon an altaromphalos of apollo thymbraios later versions of the story suggested troilus was accidentally killed by achilles in an overardent lovers embrace in this version of the myth achilles death therefore came in retribution for this sacrilege ancient writers treated troilus as the epitome of a dead child mourned by his parents had troilus lived to adulthood the first vatican mythographer claimed troy would have been invincible achilles in the iliad achilles cedes briseis to agamemnon from the house of the tragic poet in pompeii fresco 1st century ad naples national archaeological museum homers iliad is the most famous narrative of achilles deeds in the trojan war achilles wrath μῆνις ἀχιλλέως mênis achilléōs is the central theme of the poem the first two lines of the iliad read μῆνιν ἄειδε θεὰ πηληϊάδεω ἀχιλῆος οὐλομένην ἣ μυρί ἀχαιοῖς ἄλγε ἔθηκεν sing goddess of the rage of peleus son achilles the accursed rage that brought great suffering to the achaeans the homeric epic only covers a few weeks of the decadelong war and does not narrate achilles death it begins with achilles withdrawal from battle after being dishonoured by agamemnon the commander of the achaean forces agamemnon has taken a woman named chryseis as his slave her father chryses a priest of apollo begs agamemnon to return her to him agamemnon refuses and apollo sends a plague amongst the greeks the prophet calchas correctly determines the source of the troubles but will not speak unless achilles vows to protect him achilles does so and calchas declares that chryseis must be returned to her father agamemnon consents but then commands that achilles battle prize briseis the daughter of briseus be brought to him to replace chryseis angry at the dishonour of having his plunder and glory taken away and as he says later because he loves briseis with the urging of his mother thetis achilles refuses to fight or lead his troops alongside the other greek forces at the same time burning with rage over agamemnons theft achilles prays to thetis to convince zeus to help the trojans gain ground in the war so that he may regain his honour the embassy to achilles attic redfigure hydria c 480 bc staatliche antikensammlungen berlin achilles and agamemnon from a fresco of pompeii 1st century ad as the battle turns against the greeks thanks to the influence of zeus nestor declares that the trojans are winning because agamemnon has angered achilles and urges the king to appease the warrior agamemnon agrees and sends odysseus and two other chieftains ajax and phoenix to achilles with the offer of the return of briseis and other gifts achilles rejects all agamemnon offers him and simply urges the greeks to sail home as he was planning to do achilles sacrificing to zeus for patroclus safe return from the ambrosian iliad a 5thcentury illuminated manuscript the rage of achilles fresco by giovanni battista tiepolo 1757 villa valmarana ai nani vicenza triumphant achilles dragging hectors lifeless body in front of the gates of troy from a panoramic fresco on the upper level of the main hall of the achilleion the trojans led by hector subsequently push the greek army back toward the beaches and assault the greek ships with the greek forces on the verge of absolute destruction patroclus leads the myrmidons into battle wearing achilles armour though achilles remains at his camp patroclus succeeds in pushing the trojans back from the beaches but is killed by hector before he can lead a proper assault on the city of troy after receiving the news of the death of patroclus from antilochus the son of nestor achilles grieves over his beloved companions death his mother thetis comes to comfort the distraught achilles she persuades hephaestus to make new armour for him in place of the armour that patroclus had been wearing which was taken by hector the new armour includes the shield of achilles described in great detail in the poem enraged over the death of patroclus achilles ends his refusal to fight and takes the field killing many men in his rage but always seeking out hector achilles even engages in battle with the river god scamander who has become angry that achilles is choking his waters with all the men he has killed the god tries to drown achilles but is stopped by hera and hephaestus zeus himself takes note of achilles rage and sends the gods to restrain him so that he will not go on to sack troy itself before the time allotted for its destruction seeming to show that the unhindered rage of achilles can defy fate itself finally achilles finds his prey achilles chases hector around the wall of troy three times before athena in the form of hectors favorite and dearest brother deiphobus persuades hector to stop running and fight achilles face to face after hector realizes the trick he knows the battle is inevitable wanting to go down fighting he charges at achilles with his only weapon his sword but misses accepting his fate hector begs achilles not to spare his life but to treat his body with respect after killing him achilles tells hector it is hopeless to expect that of him declaring that my rage my fury would drive me now to hack your flesh away and eat you raw such agonies you have caused me achilles then kills hector and drags his corpse by its heels behind his chariot after having a dream where patroclus begs achilles to hold his funeral achilles hosts a series of funeral games in his honour tondo of an attic redfigure kylix c 465 bc from vulci with the assistance of the god hermes hectors father priam goes to achilles tent to plead with achilles for the return of hectors body so that he can be buried achilles relents and promises a truce for the duration of the funeral the poem ends with a description of hectors funeral with the doom of troy and achilles himself still to come later epic accounts fighting penthesilea and memnon achilles and penthesilea fighting lucanian redfigure bellkrater late 5th century bc achilles and memnon fighting between thetis and eos attic blackfigure amphora c 510 bc from vulci the aethiopis 7th century bc and a work named posthomerica composed by quintus of smyrna in the fourth century ad relate further events from the trojan war when penthesilea queen of the amazons and daughter of ares arrives in troy priam hopes that she defeat achilles after his temporary truce with priam achilles fights and kills the warrior queen only to grieve over her death later at first he was so distracted by her beauty he did not fight as intensely as usual once he realized that his distraction was endangering his life he refocused and killed her following the death of patroclus nestors son antilochus becomes achilles closest companion when memnon son of the dawn goddess eos and king of ethiopia slays antilochus achilles once more obtains revenge on the battlefield killing memnon consequently eos will not let the sun rise until zeus persuades her the fight between achilles and memnon over antilochus echoes that of achilles and hector over patroclus except that memnon unlike hector was also the son of a goddess many homeric scholars argued that episode inspired many details in the iliads description of the death of patroclus and achilles reaction to it the episode then formed the basis of the cyclic epic aethiopis which was composed after the iliad possibly in the 7th century bc the aethiopis is now lost except for scattered fragments quoted by later authors achilles death attic blackfigure lekythos c 510 bc from sicily staatliche antikensammlungen munich the death of achilles as predicted by hector with his dying breath was brought about by paris with an arrow to the heel according to statius in some versions the god apollo guided paris arrow some retellings also state that achilles was scaling the gates of troy and was hit with a poisoned arrow all of these versions deny paris any sort of valour owing to the common conception that paris was a coward and not the man his brother hector was and achilles remained undefeated on the battlefield his bones were mingled with those of patroclus and funeral games were held he was represented in the aethiopis as living after his death in the island of leuke at the mouth of the river danube another version of achilles death is that he fell deeply in love with one of the trojan princesses polyxena achilles asks priam for polyxenas hand in marriage priam is willing because it would mean the end of the war and an alliance with the worlds greatest warrior but while priam is overseeing the private marriage of polyxena and achilles paris who would have to give up helen if achilles married his sister hides in the bushes and shoots achilles with a divine arrow killing him in the odyssey agamemnon informs achilles of his pompous burial and the erection of his mound at the hellespont while they are receiving the dead suitors in hades he claims they built a massive burial mound on the beach of ilion that could be seen by anyone approaching from the ocean achilles was cremated and his ashes buried in the same urn as those of patroclus paris was later killed by philoctetes using the enormous bow of heracles in book 11 of homers odyssey odysseus sails to the underworld and converses with the shades one of these is achilles who when greeted as blessed in life blessed in death responds that he would rather be a slave to the worst of masters than be king of all the dead but achilles then asks odysseus of his sons exploits in the trojan war and when odysseus tells of neoptolemus heroic actions achilles is filled with satisfaction this leaves the reader with an ambiguous understanding of how achilles felt about the heroic life according to some accounts he had married medea in life so that after both their deaths they were united in the elysian fields of hades as hera promised thetis in apollonius argonautica 3rd century bc achilles tending patroclus wounded by an arrow attic redfigure kylix c 500 bc altes museum berlin achilles and patroclus the exact nature of achilles relationship with patroclus has been a subject of dispute in both the classical period and modern times in the iliad it appears to be the model of a deep and loyal friendship homer does not suggest that achilles and his close friend patroclus were lovers despite there being no direct evidence in the text of the iliad that achilles and patroclus were lovers this theory was expressed by some later authors commentators from classical antiquity to the present have often interpreted the relationship through the lens of their own cultures in 5thcentury bc athens the intense bond was often viewed in light of the greek custom of paiderasteia in platos symposium the participants in a dialogue about love assume that achilles and patroclus were a couple phaedrus argues that achilles was the younger and more beautiful one so he was the beloved and patroclus was the lover but ancient greek had no words to distinguish heterosexual and homosexual and it was assumed that a man could both desire handsome young men and have sex with women the fate of achilles armour achilles and ajax playing the board game petteia blackfigure oinochoe c 530 bc capitoline museums rome achilles armour was the object of a feud between odysseus and telamonian ajax ajax the greater they competed for it by giving speeches on why they were the bravest after achilles to their trojan prisoners who after considering both men came to a consensus in favor of odysseus furious ajax cursed odysseus which earned the ire of athena athena temporarily made ajax so mad with grief and anguish that he began killing sheep thinking them his comrades after a while when athena lifted his madness and ajax realized that he had actually been killing sheep ajax was left so ashamed that he committed suicide odysseus eventually gave the armour to neoptolemus the son of achilles a relic claimed to be achilles bronzeheaded spear was for centuries preserved in the temple of athena on the acropolis of phaselis lycia a port on the pamphylian gulf the city was visited in 333 bc by alexander the great who envisioned himself as the new achilles and carried the iliad with him but his court biographers do not mention the spear however it was shown in the time of pausanias in the 2nd century ad achilles ajax and a game of petteia numerous paintings on pottery have suggested a tale not mentioned in the literary traditions at some point in the war achilles and ajax were playing a board game petteia they were absorbed in the game and oblivious to the surrounding battle the trojans attacked and reached the heroes who were saved only by an intervention of athena
5,chiron teaching achilles how to play the lyre roman fresco from herculaneum 1st century ad achilles was the son of the nereid thetis and of peleus the king of the myrmidons zeus and poseidon had been rivals for the hand of thetis until prometheus the forethinker warned zeus of a prophecy originally uttered by themis goddess of divine law that thetis would bear a son greater than his father for this reason the two gods withdrew their pursuit and had her wed peleus peter paul rubens thetis dipping the infant achilles into the river styx c 1625 museum boijmans van beuningen rotterdam there is a tale which offers an alternative version of these events in the argonautica 4760 zeus sister and wife hera alludes to thetis chaste resistance to the advances of zeus pointing out that thetis was so loyal to heras marriage bond that she coolly rejected the father of gods thetis although a daughter of the seagod nereus was also brought up by hera further explaining her resistance to the advances of zeus zeus was furious and decreed that she would never marry an immortal according to the achilleid written by statius in the 1st century ad and to nonsurviving previous sources when achilles was born thetis tried to make him immortal by dipping him in the river styx however he was left vulnerable at the part of the body by which she held him his left heel see achilles heel achilles tendon it is not clear if this version of events was known earlier in another version of this story thetis anointed the boy in ambrosia and put him on top of a fire to burn away the mortal parts of his body she was interrupted by peleus and abandoned both father and son in a rage however none of the sources before statius makes any reference to this general invulnerability to the contrary in the iliad homer mentions achilles being wounded in book 21 the paeonian hero asteropaeus son of pelagon challenged achilles by the river scamander he cast two spears at once one grazed achilles elbow drawing a spurt of blood also in the fragmentary poems of the epic cycle in which we can find description of the heros death ie the cypria the little iliad by lesches of pyrrha the aithiopis and iliou persis by arctinus of miletus there is no trace of any reference to his general invulnerability or his famous weakness at the heel in the later vase paintings presenting achilles death the arrow or in many cases arrows hit his body peleus entrusted achilles to chiron the centaur on mount pelion to be reared thetis foretold that her sons fate was either to gain glory and die young or to live a long but uneventful life in obscurity achilles chose the former and decided to take part in the trojan war according to homer achilles grew up in phthia together with his companion patroclus hidden on skyros some posthomeric sources claim that in order to keep achilles safe from the war thetis or in some versions peleus hid the young man at the court of lycomedes king of skyros there achilles is disguised as a girl and lives among lycomedes daughters perhaps under the name pyrrha the redhaired girl with lycomedes daughter deidamia whom in the account of statius he rapes achilles there fathers a son neoptolemus also called pyrrhus after his fathers possible alias according to this story odysseus learns from the prophet calchas that the achaeans would be unable to capture troy without achilles aid odysseus goes to skyros in the guise of a peddler selling womens clothes and jewelry and places a shield and spear among his goods when achilles instantly takes up the spear odysseus sees through his disguise and convinces him to join the greek campaign in another version of the story odysseus arranges for a trumpet alarm to be sounded while he was with lycomedes women while the women flee in panic achilles prepares to defend the court thus giving his identity away
5,the name of achilles has been used for at least nine royal navy warships since 1744 both as hms achilles and with the french spelling hms achille a 60gun ship of that name served at the battle of belleisle in 1761 while a 74gun ship served at the battle of trafalgar other battle honours include walcheren 1809 an armored cruiser of that name served in the royal navy during the first world war hmnzs achilles was a leanderclass cruiser which served with the royal new zealand navy in world war ii it became famous for its part in the battle of the river plate alongside and in addition to earning the battle honour river plate hmnzs achilles also served at guadalcanal 194243 and okinawa in 1945 after returning to the royal navy the ship was sold to the indian navy in 1948 but when she was scrapped parts of the ship were saved and preserved in new zealand a species of lizard anolis achilles which has widened heel plates is named for achilles
